S. No.,Month ,Crash Date,Crash Day,Article Date ,Location,Million Plus City,State,LatLong,Vehicle 1,Vehicle/Object 2,Killed,Injured,Age,Gender,Road Type,Crash Type
1381,November,26-Nov-22,Saturday,28-Nov-22,New Mandi Police Station ,Nil,Uttar Pradesh,"29.463238697237156, 77.70828460375006",Car,Truck,4,0,"32,28,1",Both,OR,Hit From Side
1382,November,26-Nov-22,Saturday,29-Nov-22,Lakshika Hall,Nashik,Maharashtra,"19.99111392207713, 73.76016762408145",Two Wheeler,Truck,1,1,76,Male,OR,Hit From Back
1383,November,29-Nov-22,Tuesday,29-Nov-22,Eastern Peripheral Expy,Nil,Uttar Pradesh,"28.59302391596247, 77.55220224047828",Car,Ditch,1,3,58,Male,OR,Vehicle Overturn
1384,November,28-Nov-22,Monday,29-Nov-22,Hulikunte,Nil,Karnataka,"13.272266576516747, 77.35216646385031",Two Wheeler,Truck,2,0,"28,30",Male,NH,Head On Collision 
1385,November,30-Nov-22,Wednesday,30-Nov-22,Kodumur,Nil,Andhra Pradesh,"15.683371392189466, 77.7679255136936",Two Wheeler,Car,3,0,NA,Male,SH,Head On Collision 
1386,November,30-Nov-22,Wednesday,30-Nov-22,Tappe Sipah,Nil,Uttar Pradesh,"27.10157365650555, 81.50326169184127",Bus,Truck,6,13,NA,NA,NH,Head On Collision 
1387,November,29-Nov-22,Tuesday,30-Nov-22,Payakaraopeta,Nil,Andhra Pradesh,"17.367919451233476, 82.5559054912971",Two Wheeler,Canal,1,0,22,Male,NH,Vehicle Overturn
1388,December,30-Nov-22,Wednesday,1-Dec-22,Tappe Sipah,Nil,Uttar Pradesh,"27.097931414982526, 81.49824462518542",Bus,Truck,6,13,"21,27,37,20,17",Both,NH,Head On Collision 
1389,December,30-Nov-22,Wednesday,1-Dec-22,Majhur,Nil,Jammu,"33.528920091719215, 74.35938394535962",Car,Gorge,3,2,"40,11,18",Both,OR,Vehicle Overturn
1390,December,30-Nov-22,Wednesday,1-Dec-22,Surinsar,Nil,Jammu,"32.77142216563534, 75.04428953506651",Van,Gorge,1,17,NA,NA,OR,Vehicle Overturn
1391,December,29-Nov-22,Tuesday,1-Dec-22,Police Welfare Petrol Pump,Bhopal,Madhya Pradesh,"23.21184562898975, 77.3888241897959",Two Wheeler,Unidentified,3,0,"2,6,22",Both,OR,Hit and Run
1392,December,30-Nov-22,Wednesday,1-Dec-22,Devpur,Nil,Maharashtra,"19.866952570376142, 74.14799246536725",SUV,Nil,2,4,"28,27",Male,OR,Run Off Road
1393,December,30-Nov-22,Wednesday,1-Dec-22,KR Puram Hanging Bridge,Bengaluru,Karnataka,"13.000683883260592, 77.67722032726212",Two Wheeler,Unidentified,1,1,27,Female,NH,Hit and Run
1394,December,30-Nov-22,Wednesday,1-Dec-22,Kodumur,Nil,Andhra Pradesh,"15.684037550663033, 77.76965748241777",Two Wheeler,Car,3,2,NA,NA,SH,Others
1395,December,1-Dec-22,Thursday,2-Dec-22,Jankia,Nil,Odisha,"20.053056785479832, 85.53937047670372",Car,Truck,4,0,NA,Both,NH,With Parked Vehicle
1396,December,30-Nov-22,Wednesday,2-Dec-22,Taramani Link Rd,Chennai,Tamil Nadu,"12.981197526297395, 80.23654954032764",Two Wheeler,Divider,2,0,"19,20",Male,SH,Fixed Object Collision
1397,December,2-Dec-22,Friday,3-Dec-22,Loha Mandi,Indore,Madhya Pradesh,"22.70772341532349, 75.86781836399646",Two Wheeler,Truck,1,1,18,Male,OR,With Parked Vehicle
1398,December,1-Dec-22,Thursday,3-Dec-22,Zam Zam Square,Indore,Madhya Pradesh,"22.73180347911857, 75.91319311603722",Two Wheeler,Car,1,0,NA,Male,OR,Hit From Back
1399,December,1-Dec-22,Thursday,3-Dec-22,Wavin,Chennai,Tamil Nadu,"13.088534382767612, 80.17189953623301",Two Wheeler,Car,1,0,26,Female,SH,Hit From Back
1400,December,4-Dec-22,Sunday,4-Dec-22,Tiruvannamalai,Nil,Tamil Nadu,"12.226377668027563, 79.0664139848913",Bus,Lorry,3,4,NA,NA,SH,Head On Collision 
1401,December,3-Dec-22,Saturday,4-Dec-22,Jakheri,Nil,Uttar Pradesh,"25.617150720068942, 79.7195868062511",Car,Car,4,2,"27,25,60,24",Both,OR,Head On Collision 
1402,December,3-Dec-22,Saturday,4-Dec-22,Naogaon Bariya,Nil,Uttarakhand,"29.857349944027533, 79.3734150044732",Car,Gorge,4,3,"65,10",Both,NH,Vehicle Overturn
1403,December,4-Dec-22,Sunday,4-Dec-22,Yavatmal,Nil,Maharashtra,"20.389552251846258, 78.1355352067547",Van,Bus,4,3,NA,NA,SH,Head On Collision 
1404,December,3-Dec-22,Saturday,4-Dec-22,Canal Bridge,Raipur,Chhattisgarh,"21.229121245307912, 81.65970224642803",Two Wheeler,Tractor,1,1,27,Male,NH,Hit From Back
1405,December,4-Dec-22,Sunday,5-Dec-22,Tala,Kolkata,West Bengal,"22.60855015063117, 88.3841026328609",Two Wheeler,Truck,1,1,32,Female,OR,Head On Collision 
1406,December,4-Dec-22,Sunday,5-Dec-22,Peddashapur,Nil,Telangana,"17.219357531601254, 78.33618880820711",Two Wheeler,Van,3,0,"47,42,9",Both,OR,Hit From Back
1407,December,5-Dec-22,Monday,5-Dec-22,GT Karnal Rd,Delhi,Delhi,"28.69147465100453, 77.19145118008962",Two Wheeler,Unidentified,2,0,"21,19",Male,OR,Hit and Run
1408,December,4-Dec-22,Sunday,5-Dec-22,Satrunda,Nil,Madhya Pradesh,"23.049043830374956, 75.18130466888347",Pedestrian,Tractor,6,13,"42,40,45,55",Both,OR,Hit and Run
1409,December,4-Dec-22,Sunday,6-Dec-22,Gopeshwar,Nil,Uttarakhand,"30.402914678684226, 79.31752278659692",Car,Gorge,2,3,"32,65",Both,NH,Vehicle Overturn
1410,December,4-Dec-22,Sunday,6-Dec-22,Pauri ,Nil,Uttarakhand,"30.130277775637403, 78.78726253290282",Car,Gorge,2,5,NA,NA,NH,Vehicle Overturn
1411,December,4-Dec-22,Sunday,6-Dec-22,Supertech E Square,Nil,Uttar Pradesh,"28.584217379298334, 77.327766775427",Pedestrian,Car,1,0,24,Female,OR,Hit and Run
1412,December,5-Dec-22,Monday,6-Dec-22,Kavaraipettai,Nil,Tamil Nadu,"13.363787954366215, 80.1396613268738",Bus,Truck,4,3,"27,22,28,42",Male,NH,Head On Collision 
1413,December,5-Dec-22,Monday,6-Dec-22,Paravalasu,Nil,Tamil Nadu,"11.111859038379988, 77.58992424923687",Car,Truck,3,0,"60,35,37",Both,SH,Head On Collision 
1414,December,5-Dec-22,Monday,6-Dec-22,Aganampudi,Vizag,Andhra Pradesh,"17.68785948501749, 83.13265349134836",Pedestrian,Two Wheeler,1,0,55,Male,SH,Hit and Run
1415,December,4-Dec-22,Sunday,6-Dec-22,Red Rd,Kolkata,West Bengal,"22.550586267320796, 88.34024042544688",Two Wheeler,Van,1,0,40,Male,OR,Hit From Back
1416,December,4-Dec-22,Sunday,6-Dec-22,Maksi Rd,Nil,Madhya Pradesh,"22.979918709675843, 76.0738068665168",Two Wheeler,Car,1,2,17,Male,NH,Hit From Back
1417,December,5-Dec-22,Monday,6-Dec-22,Gadekar Mala,Nashik,Maharashtra,"19.946024424266042, 73.83433048246167",Pedestrian,Truck,1,0,4,Male,OR,Hit and Run
1418,December,5-Dec-22,Monday,6-Dec-22,Jafferkhanpet,Chennai,Tamil Nadu,"13.028659785148188, 80.2086417800641",Two Wheeler,Divider,2,0,"26,28",Male,SH,Fixed Object Collision
1419,December,7-Dec-22,Wednesday,7-Dec-22,Maduranthakam,Nil,Tamil Nadu,"12.506978133440269, 79.88064308295642",Truck,Truck,6,5,"70,28,35,55,65,33",Male,NH,Others
1420,December,5-Dec-22,Monday,7-Dec-22,Maski,Nil,Karnataka,"15.959938310900172, 76.6545577603903",Two Wheeler,Bus,3,0,"31,26,19",Male,NH,Others
1421,December,5-Dec-22,Monday,7-Dec-22,YD Nagar,Nil,Madhya Pradesh,"24.084353369597657, 75.056460431459",Car,Car,1,1,53,Male,OR,Hit From Back
1422,December,7-Dec-22,Wednesday,8-Dec-22,Puthalapattu,Nil,Andhra Pradesh,"13.38564643130281, 79.08394114410565",Tractor,Nil,6,20,NA,Both,OR,Run Off Road
1423,December,8-Dec-22,Thursday,8-Dec-22,Palse,Nil,Maharashtra,"19.929810727299415, 73.86820452959181",Two Wheeler,Bus,2,43,NA,Male,NH,Others
1424,December,6-Dec-22,Tuesday,8-Dec-22,Durgashree Hotel,Bengaluru,Karnataka,"12.978240705819044, 77.51502480499371",Two Wheeler,Truck,2,0,"24,27",Male,OR,Hit and Run
1425,December,7-Dec-22,Wednesday,9-Dec-22,Dibai,Nil,Uttar Pradesh,"28.205845077690174, 78.25986812159982",Two Wheeler,Truck,3,0,"35,40,4",Both,NH,Hit From Side
1426,December,6-Dec-22,Tuesday,9-Dec-22,Vadner Dumala,Nashik,Maharashtra,"19.933690738098278, 73.81298047348994",Two Wheeler,Truck,1,0,18,Male,NH,Head On Collision 
1427,December,7-Dec-22,Wednesday,9-Dec-22,Chidawad,Nil,Madhya Pradesh,"23.14366905722453, 76.1498570865756",Car,Unidentified,2,3,"45,62",Male,NH,Hit and Run
1428,December,8-Dec-22,Thursday,9-Dec-22,Bagheshwar,Nil,Uttarakhand,"29.839123272704928, 79.76835967429105",Car,Gorge,4,2,"60,55,62,52",Both,NH,Vehicle Overturn
1429,December,10-Dec-22,Saturday,10-Dec-22,Nellikara,Nil,Karnataka,"13.154804584637919, 75.09539857518682",Car,Bus,3,0,"40,37,2",Both,SH,Head On Collision 
1430,December,8-Dec-22,Thursday,10-Dec-22,Nasrapur,Nil,Maharashtra,"18.250077305173328, 73.8799667989515",Car,Truck,1,0,62,Male,SH,With Parked Vehicle
1431,December,9-Dec-22,Friday,10-Dec-22,Mohadari Ghat,Nil,Maharashtra,"19.885202678901692, 73.9418851643787",Car,Divider,5,3,NA,NA,NH,Fixed Object Collision
1432,December,9-Dec-22,Friday,10-Dec-22,Thrikkakara,Nil,Kerala,"10.034163900747574, 76.33283272778543",Two Wheeler,Truck,1,0,23,Male,OR,Hit From Back
1433,December,9-Dec-22,Friday,10-Dec-22,Rakhyal,Nil,Rajasthan,"24.736188136337, 73.83966961264531",Truck,Truck,1,3,NA,Male,OR,Head On Collision 
1434,December,10-Dec-22,Saturday,11-Dec-22,Morna,Nil,Uttar Pradesh,"29.209595547025092, 78.44204084474875",Two Wheeler,Truck,3,1,"38,2,17",Both,OR,Hit From Back
1435,December,10-Dec-22,Saturday,11-Dec-22,Armoor,Nil,Telangana,"18.782864650870852, 78.29786014542509",Car,Lorry,3,0,NA,NA,NH,Head On Collision 
1436,December,9-Dec-22,Friday,11-Dec-22,Alamsar,Nil,Rajasthan,"25.3306298303729, 71.10052110253073",Car,Ditch,2,3,NA,NA,SH,Vehicle Overturn
1437,December,9-Dec-22,Friday,11-Dec-22,Kelnor,Nil,Rajasthan,"25.351427364175287, 70.73495622365927",Car,Van,1,6,8,Male,OR,Head On Collision 
1438,December,11-Dec-22,Sunday,12-Dec-22,Magic Point,Mumbai,Maharashtra,"19.0644444006452, 72.91927094190193",Bus,Nil,2,46,NA,Male,OR,Run Off Road
1439,December,11-Dec-22,Sunday,12-Dec-22,Phule Nagar,Nil,Maharashtra,"19.261194775032525, 73.18011257977878",Two Wheeler,SUV,2,0,"70,38",Both,OR,Hit From Back
1440,December,9-Dec-22,Friday,12-Dec-22,Prabhat Nagar,Nashik,Maharashtra,"20.051935153824974, 73.80326098389838",Two Wheeler,Unidentified,1,0,29,Male,OR,Hit and Run
1441,December,10-Dec-22,Saturday,12-Dec-22,Gadarpur,Nil,Uttar Pradesh,"29.03928749990616, 79.25190615995034",Two Wheeler,Truck,1,0,28,Male,OR,Hit From Back
1442,December,11-Dec-22,Sunday,12-Dec-22,Jiamau,Lucknow,Uttar Pradesh,"26.845438890178514, 80.96577650269694",Pedestrian,Two Wheeler,1,0,NA,Male,OR,Hit and Run
1443,December,10-Dec-22,Saturday,12-Dec-22,Parvaliya Dera,Nil,Madhya Pradesh,"23.749092193687034, 75.10940785856674",Pedestrian,Truck,1,1,28,Male,NH,Hit and Run
1444,December,10-Dec-22,Saturday,13-Dec-22,Shajapur,Nil,Madhya Pradesh,"23.421696600526733, 76.28613616017066",Two Wheeler,Bus,2,0,NA,Male,NH,Hit From Back
1445,December,12-Dec-22,Monday,13-Dec-22,Thati Dhanari,Nil,Uttarakhand,"30.65030247095005, 78.39089821822344",Truck,Gorge,1,1,36,Male,OR,Vehicle Overturn
1446,December,12-Dec-22,Monday,13-Dec-22,Chunni Kalan,Nil,Punjab,"30.659172395123473, 76.56745385349565",Car,SUV,1,0,21,Male,SH,Head On Collision 
1447,December,12-Dec-22,Monday,13-Dec-22,Sambhalki,Nil,Punjab,"30.666448826512912, 76.70104143554114",Pedestrian,Pick Up,1,0,NA,NA,OR,Hit and Run
1448,December,12-Dec-22,Monday,13-Dec-22,Balongi,Nil,Punjab,"30.728769312490275, 76.6940781333562",Bicycle,Unidentified,1,0,NA,Male,OR,Hit and Run
1449,December,12-Dec-22,Monday,13-Dec-22,Vasco,Nil,Goa,"15.394357367614832, 73.82411789769408",Pedestrian,Two Wheeler,1,0,56,Female,OR,Hit and Run
1450,December,13-Dec-22,Tuesday,14-Dec-22,Nighasan,Nil,Uttar Pradesh,"28.23214769037592, 80.86197461832418",Two Wheeler,Bus,3,15,"27,15,30",Male,SH,Others
1451,December,13-Dec-22,Tuesday,14-Dec-22,Kattaikonam,Thiruvananthapuram,Kerala,"8.601048295720922, 76.89741782402838",Pedestrian,Car,1,0,70,Male,OR,Hit and Run
1452,December,13-Dec-22,Tuesday,14-Dec-22,Nabha Sahib Village,Nil,Punjab,"30.63842371511849, 76.80290289612009",Two Wheeler,Bus,1,0,63,Male,NH,Others
1453,December,13-Dec-22,Tuesday,14-Dec-22,Jamuna Enclave,Nil,Punjab,"30.643812812017785, 76.82576046938668",Pedestrian,Car,1,0,53,Female,OR,Hit and Run
1454,December,13-Dec-22,Tuesday,14-Dec-22,Bachelikhal,Nil,Uttarakhand,"30.081834978494477, 78.55953720908792",Car,Gorge,1,0,NA,Male,OR,Vehicle Overturn
1455,December,13-Dec-22,Tuesday,14-Dec-22,Sungudhoun,Nil,Punjab,"30.461307017374878, 74.5552348253167",Two Wheeler,Car,2,0,"55,29",Male,OR,Head On Collision 
1456,December,12-Dec-22,Monday,14-Dec-22,Mayasandra,Nil,Karnataka,"12.750299753590125, 77.74749226469866",Pedestrian,Truck,3,0,"21,23,22",Male,SH,Hit and Run
1457,December,12-Dec-22,Monday,14-Dec-22,14th Cross Rd,Bengaluru,Karnataka,"13.03612022124444, 77.50080560296158",Two Wheeler,Bus,1,0,29,Male,OR,Hit From Back
1458,December,14-Dec-22,Wednesday,15-Dec-22,Baytu,Nil,Rajasthan,"25.897675071850447, 71.77176604440011",Two Wheeler,Car,2,0,"55,20",Male,NH,Head On Collision 
1459,December,14-Dec-22,Wednesday,15-Dec-22,Phase 10,Nil,Punjab,"30.684900126554208, 76.74499190414471",Car,Nil,1,0,22,Male,OR,Run Off Road
1460,December,14-Dec-22,Wednesday,15-Dec-22,NH 152 Lalru,Nil,Punjab,"30.48734362378299, 76.79891913719949",Bicycle,Crane,1,1,19,Male,NH,Hit From Back
1461,December,14-Dec-22,Wednesday,15-Dec-22,Baddi Rd,Nil,Punjab,"30.810866555761788, 76.85171151745232",Truck,Pick Up,2,0,"38,30",Male,OR,Head On Collision 
1462,December,14-Dec-22,Wednesday,16-Dec-22,Attingal,Nil,Kerala,"8.696155339054807, 76.81724495938334",Two Wheeler,Bus,1,1,17,Male,NH,Hit From Back
1463,December,15-Dec-22,Thursday,16-Dec-22,Sector 94,Nil,Punjab,"30.693431210442192, 76.6699544221498",Two Wheeler,Car,1,1,22,Male,SH,Others
1464,December,15-Dec-22,Thursday,16-Dec-22,Derabassi Flyover,Nil,Punjab,"30.58647826398502, 76.84585175212226",Tractor,Unidentified,1,0,NA,Male,NH,Hit and Run
1465,December,17-Dec-22,Saturday,17-Dec-22,Gautam Ghat,Lucknow,Uttar Pradesh,"26.869755709973166, 80.91984789417069",SUV,Nil,3,4,NA,NA,OR,Run Off Road
1466,December,16-Dec-22,Friday,17-Dec-22,Mundakayam,Nil,Kerala,"9.538467799808627, 76.89153916640065",Bus,Nil,1,17,10,Female,NH,Run Off Road
1467,December,15-Dec-22,Thursday,17-Dec-22,Piplehda,Nil,Uttar Pradesh,"28.68041227741485, 77.55725383190614",Pedestrian,Car,1,0,7,Male,OR,Hit and Run
1468,December,17-Dec-22,Saturday,18-Dec-22,Bagdiya,Nil,Madhya Pradesh,"25.90141627994532, 76.8214269562394",Two Wheeler,Car,1,2,15,Female,OR,Head On Collision 
1469,December,17-Dec-22,Saturday,18-Dec-22,Dhar,Nil,Madhya Pradesh,"22.59100902764541, 75.32170877852036",Two Wheeler,Car,1,3,20,Male,OR,Run Off Road
1470,December,17-Dec-22,Saturday,18-Dec-22,Shaneshwar Crossing,Kanpur,Uttar Pradesh,"26.481584121907666, 80.27662997344608",Pedestrian,Truck,1,3,NA,Male,OR,Head On Collision 
1471,December,17-Dec-22,Saturday,18-Dec-22,Dudhauna,Nil,Uttar Pradesh,"27.35598485842003, 79.13376356914402",SUV,Nil,3,4,"30,27,26",Male,OR,Vehicle Overturn
1472,December,18-Dec-22,Sunday,19-Dec-22,Bhilai New Police Station,Nil,Chhattisgarh,"21.207472348882888, 81.43138407972081",Two Wheeler,Truck,1,1,49,Male,NH,Hit From Back
1473,December,18-Dec-22,Sunday,19-Dec-22,Hanuman Temple,Nil,Chhattisgarh,"21.2092996133413, 81.45636826215157",Pedestrian,Truck,1,0,NA,Male,OR,Hit and Run
1474,December,19-Dec-22,Monday,19-Dec-22,Auraiya,Nil,Uttar Pradesh,"26.451259360568113, 79.52251940393027",Bus,Truck,3,9,NA,Male,NH,Hit From Back
1475,December,19-Dec-22,Monday,19-Dec-22,Aligarh,Nil,Uttar Pradesh,"27.92569783999121, 78.0766951461395",Bus,Bus,2,24,NA,NA,NH,Head On Collision 
1476,December,19-Dec-22,Monday,19-Dec-22,Khopoli,Nil,Maharashtra,"18.791103033740573, 73.33942507747092",Bus,Truck,1,10,NA,Male,NH,Hit From Back
1477,December,17-Dec-22,Saturday,19-Dec-22,Tambaram Sanatorium,Chennai,Tamil Nadu,"12.945551345190612, 80.12977436023799",Two Wheeler,Van,2,0,"17,18",Male,OR,Hit From Back
1478,December,18-Dec-22,Sunday,19-Dec-22,Novel Sugar Mill,Nil,Uttar Pradesh,"28.635991170978475, 79.81397162527023",Two Wheeler,Truck,4,0,"28,25,5,2",Both,OR,Others
1479,December,18-Dec-22,Sunday,19-Dec-22,Thuraipakkam Dumpyard,Chennai,Tamil Nadu,"12.948397109160258, 80.24062782281874",Car,Divider,1,0,23,Female,SH,Fixed Object Collision
1480,December,17-Dec-22,Saturday,20-Dec-22,Gaulane,Nil,Maharashtra,"19.905088813373514, 73.7412966069139",Two Wheeler,Car,1,0,45,Male,OR,Hit From Back
1481,December,19-Dec-22,Monday,20-Dec-22,Arattupuzha Bridge,Nil,Kerala,"10.416483933072763, 76.22926447676387",Car,River,3,0,"66,62,6",Both,OR,Vehicle Overturn
1482,December,18-Dec-22,Sunday,20-Dec-22,Mallanwala,Nil,Punjab,"31.04997817676166, 74.8325104025693",Car,Gorge,1,0,NA,NA,OR,Vehicle Overturn
1483,December,18-Dec-22,Sunday,20-Dec-22,Siruvanur Rd,Nil,Tamil Nadu,"13.148984663411442, 79.87569621063201",Two Wheeler,Truck,1,0,19,Male,OR,Head On Collision 
1484,December,19-Dec-22,Monday,20-Dec-22,Lal Gebi Ashram,Ahmedabad,Gujarat,"23.03074886193254, 72.4548732079096",Pedestrian,Car,1,0,70,Male,OR,Hit and Run
1485,December,20-Dec-22,Tuesday,21-Dec-22,Dehlon Rd,Nil,Punjab,"30.8326794592739, 75.96842155312031",Two Wheeler,Truck,1,1,22,Female,OR,Hit From Back
1486,December,21-Dec-22,Wednesday,21-Dec-22,Longsai,Nil,Manipur,"24.642423540843076, 93.65379956227731",Bus,Gorge,10,35,NA,Female,SH,Vehicle Overturn
1487,December,20-Dec-22,Tuesday,21-Dec-22,Sukhari,Nil,Madhya Pradesh,"22.30972325375101, 79.18429742631339",Van,Nil,2,14,"17,40",Male,OR,Run Off Road
1488,December,20-Dec-22,Tuesday,21-Dec-22,Yamuna Expressway,Nil,Uttar Pradesh,"28.44251283882086, 77.50229321657845",Bus,Truck,1,28,NA,NA,NH,Hit From Back
1489,December,20-Dec-22,Tuesday,21-Dec-22,Arnia,Nil,Uttar Pradesh,"28.134252903702578, 77.9165463678531",Two Wheeler,Truck,1,6,NA,Male,OR,Others
1490,December,20-Dec-22,Tuesday,21-Dec-22,Super Corridor,Indore,Madhya Pradesh,"22.754767719448875, 75.80483564041853",Car,Nil,1,1,NA,Male,OR,Run Off Road
1491,December,19-Dec-22,Monday,21-Dec-22,Tanda,Nil,Madhya Pradesh,"23.460716411897742, 75.68065588698633",Two Wheeler,Truck,2,0,"16,12",Male,OR,Hit From Back
1492,December,19-Dec-22,Monday,21-Dec-22,Sonkatch,Nil,Madhya Pradesh,"22.97841301080496, 76.35531780503722",Two Wheeler,Unidentified,1,0,32,Male,NH,Hit and Run
1493,December,19-Dec-22,Monday,21-Dec-22,Patharkandi,Nil,Assam,"24.609679505103248, 92.320861479876",Auto Rickshaw,Car,2,0,"32,28",Male,NH,Head On Collision 
1494,December,21-Dec-22,Wednesday,22-Dec-22,Banta,Nil,Jharkhand,"22.878167905048823, 86.27476231989324",SUV,Tractor,2,6,"28,29",Male,OR,Head On Collision 
1495,December,21-Dec-22,Wednesday,22-Dec-22,Madhepura,Nil,Bihar,"25.92390517517682, 86.79486307089914",Two Wheeler,Nil,3,0,"18,18,17",Male,OR,Run Off Road
1496,December,21-Dec-22,Wednesday,22-Dec-22,Thakur Bigha,Nil,Bihar,"25.012081168869063, 85.50421450880712",Pedestrian,Tractor,1,2,7,Male,OR,Hit and Run
1497,December,21-Dec-22,Wednesday,23-Dec-22,Dhamnod,Nil,Madhya Pradesh,"22.217417384267296, 75.47774220959037",Bus,Tractor,1,2,NA,Male,SH,Head On Collision 
1498,December,23-Dec-22,Friday,23-Dec-22,Upper Zema,Nil,Sikkim,"27.79743874092502, 88.55315509576577",Truck,Gorge,16,4,NA,Male,OR,Vehicle Overturn
1499,December,22-Dec-22,Thursday,23-Dec-22,Tuticorin,Nil,Tamil Nadu,"8.789434733640828, 78.14106109477959",Car,Truck,4,0,"39,63,37,62",Female,SH,Hit From Back
1500,December,21-Dec-22,Wednesday,23-Dec-22,Bilkhiria,Bhopal,Madhya Pradesh,"23.13550598493663, 77.45379098563042",Two Wheeler,SUV,1,1,17,Male,OR,Hit From Back
1501,December,21-Dec-22,Wednesday,23-Dec-22,Govindpura,Nil,Madhya Pradesh,"22.5344718503156, 75.55545926944136",Pedestrian,Two Wheeler,1,0,NA,Male,OR,Hit and Run
1502,December,24-Dec-22,Saturday,24-Dec-22,Bhilai,Nil,Madhya Pradesh,"21.807311125720886, 78.22651285913841",Car,Truck,4,0,NA,NA,NH,Hit From Side
1503,December,22-Dec-22,Thursday,24-Dec-22,Maliyasan,Nil,Gujarat,"22.33131034445658, 70.87918638902339",Car,Truck,4,0,"67,68,42,99",Male,NH,With Parked Vehicle
1504,December,23-Dec-22,Friday,24-Dec-22,Behala,Kolkata,West Bengal,"22.50221196190783, 88.31808494940438",Two Wheeler,Truck,1,1,23,Female,NH,Hit From Back
1505,December,24-Dec-22,Saturday,25-Dec-22,Malebettu,Nil,Karnataka,"13.23762074835291, 75.0982366574767",Auto Rickshaw,Bus,1,2,57,Male,OR,Others
1506,December,24-Dec-22,Saturday,25-Dec-22,Vehelna,Nil,Uttar Pradesh,"29.42631258067061, 77.69638889689476",Two Wheeler,Truck,1,1,50,Female,OR,Others
1507,December,23-Dec-22,Friday,25-Dec-22,Kumily,Nil,Kerala,"9.599991839974674, 77.16139965795666",Car,Gorge,8,2,"55,55,55,46,47,45,47,42",Both,OR,Vehicle Overturn
1508,December,24-Dec-22,Saturday,25-Dec-22,Kheda Rd,Nil,Gujarat,"22.818350031750544, 72.7574075405846",Car,Ditch,2,0,"28,26",Male,OR,Vehicle Overturn
1509,December,25-Dec-22,Sunday,26-Dec-22,Jeedimetla,Hyderabad,Telangana,"17.517909994790656, 78.44654596487308",Two Wheeler,Divider,2,0,"20,21",Male,OR,Fixed Object Collision
1510,December,25-Dec-22,Sunday,26-Dec-22,Pedamale,Nil,Karnataka,"12.815955764297088, 74.95918385795765",Pedestrian,Bus,1,0,NA,Male,OR,Head On Collision 
1511,December,25-Dec-22,Sunday,26-Dec-22,Garud,Nil,Uttarakhand,"30.125616238195484, 78.35483412995099",Car,Gorge,2,0,"32,43",Male,OR,Run Off Road
1512,December,25-Dec-22,Sunday,26-Dec-22,Hasnapur,Nil,Telangana,"19.420669708373815, 78.81012774784739",Two Wheeler,Two Wheeler,4,0,"11,6",Both,OR,Head On Collision 
1513,December,24-Dec-22,Saturday,26-Dec-22,Pataudi Road,Nil,Haryana,"28.43893004749948, 76.97739138772386",Pedestrian,Auto Rickshaw,1,0,19,Female,OR,Hit From Back
1514,December,27-Dec-22,Tuesday,27-Dec-22,Kannauj,Nil,Uttar Pradesh,"27.024072347898148, 79.89404264649157",Car,Truck,3,0,NA,Male,NH,Hit From Back
1515,December,25-Dec-22,Sunday,27-Dec-22,Valadi,Nil,Tamil Nadu,"10.87362115565509, 78.75868738722666",Car,Gorge,1,0,19,Male,NH,Vehicle Overturn
1516,December,26-Dec-22,Monday,27-Dec-22,Madathukulam,Nil,Tamil Nadu,"10.561516576833647, 77.35747303456479",Van,Truck,4,0,"55,10,57,35",Both,NH,Head On Collision 
1517,December,26-Dec-22,Monday,27-Dec-22,Gokulam Park Hotel,Coimbatore,Tamil Nadu,"11.057700367290801, 77.07029557218127",Car,Divider,1,1,18,Male,SH,Fixed Object Collision
1518,December,26-Dec-22,Monday,27-Dec-22,Palangarai,Nil,Tamil Nadu,"11.20589257326603, 77.30479362726564",Car,Pole,1,0,37,Male,OR,Fixed Object Collision
1519,December,26-Dec-22,Monday,27-Dec-22,Kelamangalam,Nil,Tamil Nadu,"12.60384713085465, 77.85378954006123",Bus,Ditch,1,10,45,Female,OR,Vehicle Overturn
1520,December,26-Dec-22,Monday,27-Dec-22,Tollygunge Circular Rd,Kolkata,West Bengal,"22.504581972304937, 88.33775300079792",Two Wheeler,Truck,1,2,17,Male,OR,Hit From Back
1521,December,25-Dec-22,Sunday,27-Dec-22,Wipro Red Signal,Hyderabad,Telangana,"17.425777571800175, 78.34047686462186",Two Wheeler,Truck,1,6,30,Male,OR,Others
1522,December,27-Dec-22,Tuesday,28-Dec-22,Mudipu,Nil,Karnataka,"12.802733157757457, 74.96409370176929",Pedestrian,Car,1,0,12,Male,OR,Hit and Run
1523,December,27-Dec-22,Tuesday,28-Dec-22,Gairsain,Nil,Uttarakhand,"30.034773524812877, 79.28524189340068",Car,Gorge,1,0,40,Male,NH,Vehicle Overturn
