Incident_ID,State,District,Incident_Date,Pollution_Type,Pollution_Level_PPM,Trees_Destroyed,Area_Affected_Ha,Cause,Recovery_Status,Damage_Estimate_INR,Wildlife_Affected,River_or_Lake_Polluted,Govt_Response_Time_Days,NGOs_Involved,Rainfall_mm,Soil_Erosion_Level,Air_Quality_Index,Water_pH_Level,Green_Cover_Loss_Percent,Industrial_Area_Nearby,Is_Protected_Area
1921,West Bengal,District_10,2022-04-17,Water,350.9,70,62.9,Illegal Dumping,Unrecovered,3172566,145,No,39,4,139.3,3.23,359,7.03,26.4,Yes,No
1922,Uttar Pradesh,District_3,2014-12-30,Soil,350.9,280,98.65,Deforestation,Partially Recovered,682661,124,Yes,153,2,139.3,3.23,145,7.03,26.4,Yes,No
1923,Uttar Pradesh,District_11,2010-12-30,Mixed,350.9,103,53.83,Illegal Dumping,Unrecovered,2392403,190,Yes,64,4,139.3,3.23,208,7.03,26.4,No,No
1924,Maharashtra,District_11,2014-01-23,Water,350.9,316,12.2,Agricultural Runoff,Recovered,2996262,262,No,104,8,139.3,3.23,163,7.03,26.4,No,Yes
1925,West Bengal,District_13,2013-03-03,Mixed,350.9,36,83.0,Industrial Waste,Recovered,2817723,295,Yes,13,1,139.3,3.23,73,7.03,26.4,Yes,Yes
1926,Kerala,District_7,2010-05-04,Air,350.9,223,25.93,Industrial Waste,Recovered,3746536,181,Yes,68,6,139.3,3.23,212,7.03,26.4,Yes,Yes
1927,Punjab,District_17,2015-03-13,Air,350.9,83,77.95,Deforestation,Partially Recovered,4523650,158,Yes,70,9,139.3,3.23,335,7.03,26.4,No,No
1928,Bihar,District_2,2020-10-10,Water,350.9,70,95.75,Illegal Dumping,Unrecovered,1945094,286,Yes,75,7,139.3,3.23,104,7.03,26.4,No,Yes
1929,Kerala,District_12,2010-12-14,Air,350.9,195,69.98,Industrial Waste,Recovered,4599389,161,Yes,1,2,139.3,3.23,113,7.03,26.4,Yes,Yes
1930,Bihar,District_10,2019-05-12,Mixed,350.9,40,60.01,Illegal Dumping,Recovered,2937848,262,Yes,98,3,139.3,3.23,82,7.03,26.4,Yes,No
1931,Bihar,District_18,2023-01-21,Soil,350.9,228,46.58,Agricultural Runoff,Recovered,4865366,216,No,104,9,139.3,3.23,95,7.03,26.4,No,Yes
1932,Odisha,District_11,2018-12-19,Water,350.9,21,37.08,Deforestation,Unrecovered,2710003,180,No,116,1,139.3,3.23,268,7.03,26.4,Yes,Yes
1933,Maharashtra,District_16,2015-06-04,Air,350.9,311,35.95,Illegal Dumping,Recovered,4576612,90,Yes,137,9,139.3,3.23,338,7.03,26.4,Yes,Yes
1934,Kerala,District_17,2012-08-07,Mixed,350.9,424,64.0,Deforestation,Unrecovered,3442331,16,No,164,8,139.3,3.23,245,7.03,26.4,No,No
1935,Kerala,District_19,2019-01-26,Mixed,350.9,41,75.38,Illegal Dumping,Unrecovered,2244256,124,Yes,113,2,139.3,3.23,302,7.03,26.4,Yes,No
1936,Odisha,District_18,2013-07-10,Air,350.9,169,68.17,Illegal Dumping,Unrecovered,4206129,259,No,103,8,139.3,3.23,335,7.03,26.4,Yes,Yes
1937,West Bengal,District_3,2013-04-13,Mixed,350.9,498,20.64,Agricultural Runoff,Partially Recovered,2757627,213,Yes,37,6,139.3,3.23,285,7.03,26.4,No,No
1938,West Bengal,District_16,2019-08-15,Mixed,350.9,246,49.9,Deforestation,Partially Recovered,480306,238,Yes,106,5,139.3,3.23,128,7.03,26.4,Yes,Yes
1939,West Bengal,District_6,2013-12-10,Water,350.9,236,79.37,Urban Expansion,Unrecovered,3928886,179,Yes,108,2,139.3,3.23,141,7.03,26.4,No,Yes
1940,Gujarat,District_12,2016-09-03,Mixed,350.9,190,48.09,Illegal Dumping,Unrecovered,4002269,171,No,21,6,139.3,3.23,145,7.03,26.4,Yes,Yes
1941,Bihar,District_11,2010-04-02,Air,350.9,326,54.13,Illegal Dumping,Partially Recovered,4741062,142,Yes,148,2,139.3,3.23,277,7.03,26.4,Yes,Yes
1942,Gujarat,District_15,2016-09-18,Water,350.9,55,77.34,Industrial Waste,Partially Recovered,1976109,243,Yes,129,5,139.3,3.23,335,7.03,26.4,No,No
1943,Maharashtra,District_15,2022-01-09,Air,350.9,350,66.47,Deforestation,Unrecovered,3841171,231,No,28,7,139.3,3.23,284,7.03,26.4,Yes,Yes
1944,Odisha,District_16,2016-01-20,Soil,350.9,467,41.53,Urban Expansion,Partially Recovered,2378254,171,No,108,4,139.3,3.23,151,7.03,26.4,Yes,No
1945,Kerala,District_10,2013-09-20,Air,350.9,89,89.65,Agricultural Runoff,Recovered,385950,276,Yes,9,2,139.3,3.23,301,7.03,26.4,No,No
1946,Bihar,District_12,2016-11-02,Air,350.9,144,17.09,Urban Expansion,Unrecovered,3321689,76,No,164,5,139.3,3.23,189,7.03,26.4,No,Yes
1947,Gujarat,District_13,2010-06-21,Water,350.9,269,99.56,Agricultural Runoff,Unrecovered,4756294,48,No,162,7,139.3,3.23,372,7.03,26.4,Yes,Yes
1948,Gujarat,District_4,2015-02-08,Mixed,350.9,484,12.77,Urban Expansion,Partially Recovered,4633297,247,Yes,32,9,139.3,3.23,192,7.03,26.4,Yes,Yes
1949,Karnataka,District_7,2017-07-14,Air,350.9,317,2.48,Urban Expansion,Recovered,3442471,282,Yes,66,2,139.3,3.23,289,7.03,26.4,Yes,Yes
1950,Gujarat,District_2,2011-08-24,Water,350.9,256,89.11,Deforestation,Partially Recovered,2708261,286,Yes,100,4,139.3,3.23,315,7.03,26.4,No,No
1951,Punjab,District_15,2017-10-06,Soil,350.9,482,25.25,Industrial Waste,Recovered,2728123,31,Yes,153,8,139.3,3.23,391,7.03,26.4,Yes,No
1952,Kerala,District_8,2017-02-03,Water,350.9,168,73.24,Urban Expansion,Recovered,3367010,157,No,179,9,139.3,3.23,110,7.03,26.4,Yes,No
1953,Punjab,District_7,2013-02-12,Water,350.9,212,81.29,Illegal Dumping,Unrecovered,1019154,17,Yes,173,9,139.3,3.23,72,7.03,26.4,No,No
1954,Kerala,District_15,2018-05-16,Mixed,350.9,121,86.04,Illegal Dumping,Recovered,3019605,62,Yes,154,2,139.3,3.23,60,7.03,26.4,No,Yes
1955,Odisha,District_14,2018-12-23,Air,350.9,477,99.17,Illegal Dumping,Unrecovered,972433,127,Yes,21,1,139.3,3.23,65,7.03,26.4,No,Yes
1956,Kerala,District_8,2013-05-18,Soil,350.9,301,30.11,Industrial Waste,Recovered,3725835,15,No,82,7,139.3,3.23,98,7.03,26.4,No,No
1957,Punjab,District_12,2012-09-16,Water,350.9,447,71.31,Urban Expansion,Unrecovered,3238890,162,Yes,179,6,139.3,3.23,385,7.03,26.4,Yes,No
1958,Kerala,District_13,2019-11-16,Air,350.9,319,12.42,Agricultural Runoff,Recovered,434524,250,Yes,24,8,139.3,3.23,219,7.03,26.4,Yes,No
1959,Odisha,District_11,2010-03-09,Air,350.9,128,41.27,Agricultural Runoff,Partially Recovered,2513422,136,Yes,111,3,139.3,3.23,168,7.03,26.4,Yes,Yes
1960,Odisha,District_17,2013-12-21,Water,350.9,392,84.95,Deforestation,Recovered,4049949,294,No,92,2,139.3,3.23,91,7.03,26.4,No,Yes
1961,Maharashtra,District_17,2018-06-25,Air,350.9,26,37.4,Industrial Waste,Partially Recovered,2133402,178,Yes,12,9,139.3,3.23,59,7.03,26.4,Yes,No
1962,Kerala,District_4,2021-08-11,Water,350.9,340,59.52,Urban Expansion,Recovered,349535,228,Yes,139,4,139.3,3.23,98,7.03,26.4,Yes,Yes
1963,Karnataka,District_8,2010-11-07,Water,350.9,423,50.87,Illegal Dumping,Recovered,311065,179,Yes,155,0,139.3,3.23,314,7.03,26.4,Yes,No
1964,West Bengal,District_5,2010-02-24,Water,350.9,236,64.95,Industrial Waste,Unrecovered,1132939,71,Yes,23,4,139.3,3.23,256,7.03,26.4,No,No
1965,Uttar Pradesh,District_16,2019-05-17,Soil,350.9,370,97.32,Industrial Waste,Recovered,4361161,82,No,161,2,139.3,3.23,216,7.03,26.4,Yes,Yes
1966,Odisha,District_4,2020-11-07,Water,350.9,495,6.52,Urban Expansion,Recovered,1246513,135,No,92,0,139.3,3.23,51,7.03,26.4,Yes,Yes
1967,Tamil Nadu,District_15,2011-08-10,Mixed,350.9,415,57.82,Deforestation,Recovered,4825992,217,Yes,166,2,139.3,3.23,117,7.03,26.4,No,No
1968,West Bengal,District_12,2015-08-08,Air,350.9,126,86.44,Deforestation,Partially Recovered,106847,108,No,170,4,139.3,3.23,357,7.03,26.4,Yes,Yes
1969,Bihar,District_5,2012-04-17,Soil,350.9,52,48.66,Deforestation,Unrecovered,1659204,118,No,123,4,139.3,3.23,259,7.03,26.4,No,Yes
1970,Kerala,District_16,2020-02-25,Air,350.9,377,8.77,Illegal Dumping,Unrecovered,3877921,17,Yes,157,9,139.3,3.23,188,7.03,26.4,No,Yes
1971,Punjab,District_14,2012-09-04,Soil,350.9,124,56.49,Illegal Dumping,Recovered,269718,153,Yes,34,7,139.3,3.23,86,7.03,26.4,Yes,Yes
1972,Uttar Pradesh,District_10,2020-04-11,Mixed,350.9,292,33.88,Urban Expansion,Recovered,911036,10,No,125,0,139.3,3.23,267,7.03,26.4,No,Yes
1973,Tamil Nadu,District_7,2021-07-08,Soil,350.9,46,16.34,Deforestation,Partially Recovered,195326,137,Yes,57,6,139.3,3.23,327,7.03,26.4,No,Yes
1974,West Bengal,District_13,2012-11-23,Soil,350.9,311,85.05,Urban Expansion,Recovered,1402880,61,Yes,3,4,139.3,3.23,229,7.03,26.4,No,No
1975,Kerala,District_20,2018-03-27,Soil,350.9,122,52.64,Deforestation,Unrecovered,557526,70,Yes,6,2,139.3,3.23,54,7.03,26.4,Yes,No
1976,Maharashtra,District_5,2013-05-14,Air,350.9,44,93.39,Industrial Waste,Unrecovered,1414896,60,Yes,48,3,139.3,3.23,179,7.03,26.4,No,No
1977,Bihar,District_3,2020-07-09,Water,350.9,141,80.8,Agricultural Runoff,Partially Recovered,2551346,131,No,102,2,139.3,3.23,182,7.03,26.4,Yes,No
1978,Uttar Pradesh,District_15,2017-02-18,Air,350.9,345,69.6,Agricultural Runoff,Partially Recovered,1623747,60,Yes,120,7,139.3,3.23,148,7.03,26.4,Yes,Yes
1979,Karnataka,District_4,2014-08-23,Water,350.9,345,1.5,Deforestation,Unrecovered,4814070,268,No,13,3,139.3,3.23,209,7.03,26.4,No,No
1980,Maharashtra,District_15,2020-07-15,Air,350.9,478,43.35,Urban Expansion,Partially Recovered,4797988,11,Yes,36,2,139.3,3.23,285,7.03,26.4,No,Yes
1981,Tamil Nadu,District_14,2010-02-10,Mixed,350.9,419,20.55,Illegal Dumping,Recovered,2104320,34,Yes,70,1,139.3,3.23,196,7.03,26.4,Yes,No
1982,Uttar Pradesh,District_20,2019-08-05,Mixed,350.9,386,91.17,Deforestation,Recovered,2348971,50,No,33,2,139.3,3.23,164,7.03,26.4,No,No
1983,Maharashtra,District_19,2012-12-03,Soil,350.9,237,18.28,Deforestation,Partially Recovered,2914107,42,No,105,6,139.3,3.23,53,7.03,26.4,Yes,Yes
1984,Bihar,District_13,2012-08-24,Mixed,350.9,156,29.32,Illegal Dumping,Unrecovered,3613023,227,No,57,5,139.3,3.23,136,7.03,26.4,Yes,Yes
1985,Karnataka,District_10,2022-03-05,Soil,350.9,131,52.17,Deforestation,Partially Recovered,3875911,110,No,55,9,139.3,3.23,95,7.03,26.4,No,No
1986,Maharashtra,District_5,2012-05-21,Water,350.9,90,27.07,Industrial Waste,Unrecovered,3073945,14,Yes,107,4,139.3,3.23,132,7.03,26.4,No,Yes
1987,Gujarat,District_20,2017-04-11,Mixed,350.9,182,21.78,Illegal Dumping,Partially Recovered,4453798,176,Yes,141,7,139.3,3.23,203,7.03,26.4,No,Yes
1988,Karnataka,District_20,2017-05-11,Water,350.9,163,60.31,Industrial Waste,Partially Recovered,1552063,161,No,51,0,139.3,3.23,355,7.03,26.4,No,Yes
1989,Tamil Nadu,District_6,2015-03-19,Air,350.9,159,9.8,Agricultural Runoff,Partially Recovered,1556675,38,Yes,92,2,139.3,3.23,331,7.03,26.4,No,Yes
1990,Bihar,District_4,2016-06-08,Water,350.9,384,6.76,Illegal Dumping,Recovered,165790,25,Yes,53,1,139.3,3.23,376,7.03,26.4,No,No
1991,Kerala,District_2,2022-09-12,Air,350.9,67,37.85,Illegal Dumping,Recovered,1932870,111,Yes,36,1,139.3,3.23,337,7.03,26.4,No,Yes
1992,Punjab,District_16,2010-09-19,Water,350.9,72,72.35,Urban Expansion,Unrecovered,3097658,50,No,133,0,139.3,3.23,160,7.03,26.4,No,No
1993,Punjab,District_18,2020-06-11,Water,350.9,165,55.93,Urban Expansion,Partially Recovered,3478849,97,No,119,4,139.3,3.23,166,7.03,26.4,No,No
1994,Punjab,District_5,2019-06-23,Mixed,350.9,458,42.86,Illegal Dumping,Recovered,1741071,169,No,25,4,139.3,3.23,146,7.03,26.4,No,No
1995,Uttar Pradesh,District_4,2014-09-11,Water,350.9,437,57.01,Agricultural Runoff,Partially Recovered,513869,55,No,81,2,139.3,3.23,331,7.03,26.4,Yes,No
1996,Tamil Nadu,District_13,2011-05-13,Mixed,350.9,365,37.18,Deforestation,Unrecovered,171334,220,No,37,8,139.3,3.23,238,7.03,26.4,No,No
1997,Bihar,District_19,2010-08-16,Mixed,350.9,436,93.68,Urban Expansion,Recovered,2328195,145,No,19,5,139.3,3.23,137,7.03,26.4,No,No
1998,Karnataka,District_2,2012-01-21,Soil,350.9,430,6.44,Agricultural Runoff,Unrecovered,3915566,259,No,35,9,139.3,3.23,356,7.03,26.4,No,No
1999,Uttar Pradesh,District_13,2019-03-26,Soil,350.9,331,67.67,Agricultural Runoff,Recovered,1229508,128,Yes,107,5,139.3,3.23,136,7.03,26.4,Yes,Yes
2000,Tamil Nadu,District_11,2020-06-29,Air,350.9,410,89.24,Urban Expansion,Partially Recovered,3011121,49,Yes,162,9,139.3,3.23,75,7.03,26.4,No,No
2001,Kerala,District_4,2023-01-09,Water,350.9,177,80.58,Deforestation,Unrecovered,1388611,19,No,54,5,139.3,3.23,80,7.03,26.4,No,Yes
2002,Gujarat,District_20,2014-08-13,Air,350.9,175,19.22,Urban Expansion,Recovered,4387034,173,Yes,174,1,139.3,3.23,175,7.03,26.4,No,Yes
2003,Bihar,District_20,2019-10-03,Water,350.9,94,30.3,Agricultural Runoff,Recovered,2204616,282,Yes,6,9,139.3,3.23,247,7.03,26.4,No,No
2004,Punjab,District_15,2015-08-11,Soil,350.9,454,71.99,Industrial Waste,Partially Recovered,438546,25,No,129,9,139.3,3.23,350,7.03,26.4,No,No
2005,Maharashtra,District_4,2012-04-05,Soil,350.9,146,9.34,Urban Expansion,Unrecovered,4284616,159,Yes,34,7,139.3,3.23,80,7.03,26.4,Yes,No
2006,Bihar,District_9,2021-11-07,Water,350.9,470,81.37,Agricultural Runoff,Unrecovered,2666003,9,Yes,56,5,139.3,3.23,366,7.03,26.4,No,Yes
2007,Odisha,District_7,2010-05-15,Water,350.9,468,72.17,Urban Expansion,Unrecovered,942774,81,No,97,2,139.3,3.23,281,7.03,26.4,No,Yes
2008,Tamil Nadu,District_19,2017-10-25,Soil,350.9,198,73.23,Agricultural Runoff,Partially Recovered,2007359,255,No,26,9,139.3,3.23,94,7.03,26.4,Yes,Yes
2009,West Bengal,District_19,2011-09-06,Soil,350.9,473,10.92,Deforestation,Recovered,2467853,104,Yes,170,8,139.3,3.23,365,7.03,26.4,Yes,No
2010,Kerala,District_6,2015-03-27,Air,350.9,409,72.06,Agricultural Runoff,Recovered,406873,139,No,91,1,139.3,3.23,238,7.03,26.4,Yes,Yes
2011,Gujarat,District_6,2017-12-24,Soil,350.9,388,68.3,Illegal Dumping,Unrecovered,3769438,201,No,38,6,139.3,3.23,101,7.03,26.4,No,No
2012,Kerala,District_20,2016-03-17,Water,350.9,11,83.26,Industrial Waste,Recovered,4574367,23,Yes,154,2,139.3,3.23,101,7.03,26.4,No,Yes
2013,Bihar,District_15,2015-09-08,Air,350.9,115,5.12,Agricultural Runoff,Unrecovered,4666293,45,No,59,5,139.3,3.23,381,7.03,26.4,Yes,No
2014,West Bengal,District_15,2018-06-04,Water,350.9,373,3.29,Urban Expansion,Partially Recovered,2252423,216,Yes,127,4,139.3,3.23,367,7.03,26.4,No,No
2015,Odisha,District_20,2016-04-05,Mixed,350.9,81,37.93,Urban Expansion,Partially Recovered,4845446,54,No,24,5,139.3,3.23,372,7.03,26.4,No,No
2016,Karnataka,District_9,2012-02-25,Air,350.9,436,15.73,Agricultural Runoff,Partially Recovered,2021034,77,Yes,111,7,139.3,3.23,128,7.03,26.4,No,Yes
2017,Maharashtra,District_4,2015-04-14,Water,350.9,135,56.28,Illegal Dumping,Unrecovered,1304805,158,No,21,2,139.3,3.23,98,7.03,26.4,No,Yes
2018,West Bengal,District_18,2021-09-18,Soil,350.9,179,91.82,Agricultural Runoff,Recovered,3235045,271,Yes,60,1,139.3,3.23,279,7.03,26.4,No,Yes
2019,Tamil Nadu,District_18,2014-11-28,Mixed,350.9,214,39.76,Deforestation,Partially Recovered,3432992,147,No,90,7,139.3,3.23,393,7.03,26.4,Yes,Yes
2020,Punjab,District_5,2022-02-03,Water,350.9,322,84.65,Illegal Dumping,Unrecovered,624113,37,Yes,148,0,139.3,3.23,93,7.03,26.4,Yes,Yes
2021,Odisha,District_20,2018-06-14,Air,350.9,346,1.02,Agricultural Runoff,Unrecovered,2899567,110,No,6,1,139.3,3.23,341,7.03,26.4,Yes,No
2022,Maharashtra,District_11,2015-05-31,Water,350.9,496,17.68,Industrial Waste,Partially Recovered,1318147,14,Yes,10,9,139.3,3.23,296,7.03,26.4,No,No
2023,Gujarat,District_5,2017-09-30,Mixed,350.9,481,4.01,Illegal Dumping,Partially Recovered,2435925,77,No,140,0,139.3,3.23,268,7.03,26.4,Yes,No
2024,Punjab,District_4,2013-07-16,Air,350.9,204,33.49,Agricultural Runoff,Partially Recovered,1128901,75,Yes,97,4,139.3,3.23,71,7.03,26.4,No,No
2025,Bihar,District_12,2022-07-20,Mixed,350.9,167,90.91,Industrial Waste,Recovered,2941463,274,Yes,150,7,139.3,3.23,179,7.03,26.4,Yes,Yes
2026,West Bengal,District_2,2013-08-11,Water,350.9,150,10.6,Agricultural Runoff,Recovered,2784385,196,No,80,1,139.3,3.23,56,7.03,26.4,Yes,Yes
2027,Maharashtra,District_13,2017-05-17,Soil,350.9,284,61.03,Deforestation,Unrecovered,1072908,218,No,17,3,139.3,3.23,321,7.03,26.4,Yes,No
2028,Uttar Pradesh,District_10,2022-08-04,Soil,350.9,16,45.7,Urban Expansion,Partially Recovered,681924,62,Yes,138,3,139.3,3.23,399,7.03,26.4,Yes,No
2029,Karnataka,District_9,2019-02-02,Water,350.9,402,93.91,Agricultural Runoff,Partially Recovered,423742,31,No,140,6,139.3,3.23,93,7.03,26.4,No,Yes
2030,Karnataka,District_10,2018-07-05,Water,350.9,476,13.13,Illegal Dumping,Recovered,2827993,232,Yes,83,0,139.3,3.23,289,7.03,26.4,Yes,Yes
2031,Odisha,District_7,2017-05-05,Water,350.9,63,21.99,Agricultural Runoff,Partially Recovered,2980233,109,Yes,40,8,139.3,3.23,114,7.03,26.4,Yes,No
2032,Gujarat,District_4,2016-07-02,Air,350.9,113,3.92,Agricultural Runoff,Unrecovered,4089238,164,Yes,151,2,139.3,3.23,295,7.03,26.4,Yes,No
2033,Odisha,District_19,2010-07-30,Mixed,350.9,351,43.96,Agricultural Runoff,Partially Recovered,4267432,193,Yes,168,5,139.3,3.23,122,7.03,26.4,No,Yes
2034,Uttar Pradesh,District_10,2011-05-07,Mixed,350.9,347,28.51,Agricultural Runoff,Recovered,2673963,6,Yes,74,9,139.3,3.23,120,7.03,26.4,Yes,Yes
2035,Tamil Nadu,District_3,2018-01-31,Mixed,350.9,70,87.12,Illegal Dumping,Unrecovered,2071738,138,Yes,74,4,139.3,3.23,246,7.03,26.4,Yes,Yes
2036,Gujarat,District_19,2021-12-12,Water,350.9,96,60.89,Illegal Dumping,Unrecovered,4670910,286,No,50,3,139.3,3.23,238,7.03,26.4,Yes,No
2037,Kerala,District_2,2019-04-12,Mixed,350.9,267,61.79,Agricultural Runoff,Partially Recovered,1111360,55,Yes,10,8,139.3,3.23,207,7.03,26.4,Yes,No
2038,Tamil Nadu,District_20,2018-08-06,Water,350.9,187,53.66,Urban Expansion,Unrecovered,2981477,159,Yes,103,8,139.3,3.23,379,7.03,26.4,Yes,Yes
2039,Gujarat,District_10,2017-09-21,Air,350.9,251,10.09,Agricultural Runoff,Partially Recovered,1727063,148,Yes,94,0,139.3,3.23,74,7.03,26.4,No,No
2040,Gujarat,District_2,2019-03-11,Soil,350.9,212,45.06,Illegal Dumping,Partially Recovered,3533973,286,Yes,132,6,139.3,3.23,387,7.03,26.4,Yes,No
2041,Uttar Pradesh,District_2,2022-07-03,Water,350.9,40,99.95,Deforestation,Recovered,3264730,256,Yes,129,9,139.3,3.23,120,7.03,26.4,No,Yes
2042,Bihar,District_17,2019-01-03,Water,350.9,298,83.69,Agricultural Runoff,Unrecovered,1802360,138,No,43,8,139.3,3.23,362,7.03,26.4,No,No
2043,Uttar Pradesh,District_16,2015-11-02,Soil,350.9,471,89.45,Agricultural Runoff,Partially Recovered,27401,291,No,83,4,139.3,3.23,272,7.03,26.4,Yes,No
2044,Gujarat,District_16,2015-03-25,Soil,350.9,89,82.5,Agricultural Runoff,Partially Recovered,4448677,186,Yes,133,0,139.3,3.23,209,7.03,26.4,Yes,No
2045,Maharashtra,District_14,2023-06-27,Air,350.9,20,11.2,Agricultural Runoff,Partially Recovered,1835466,183,Yes,104,7,139.3,3.23,355,7.03,26.4,No,Yes
2046,Tamil Nadu,District_7,2012-01-10,Mixed,350.9,426,23.52,Industrial Waste,Unrecovered,1170622,261,Yes,34,4,139.3,3.23,124,7.03,26.4,Yes,Yes
2047,Uttar Pradesh,District_11,2015-09-13,Water,350.9,263,1.31,Agricultural Runoff,Unrecovered,3429843,144,No,24,5,139.3,3.23,187,7.03,26.4,Yes,No
2048,Bihar,District_1,2022-12-05,Mixed,350.9,393,31.05,Illegal Dumping,Unrecovered,516911,260,No,142,6,139.3,3.23,90,7.03,26.4,No,No
2049,West Bengal,District_11,2017-09-11,Water,350.9,400,11.75,Illegal Dumping,Partially Recovered,4554466,1,Yes,41,9,139.3,3.23,352,7.03,26.4,Yes,No
2050,Odisha,District_4,2013-07-24,Air,350.9,393,47.81,Industrial Waste,Unrecovered,1969776,11,No,170,6,139.3,3.23,383,7.03,26.4,No,No
2051,Gujarat,District_7,2015-10-09,Soil,350.9,296,68.04,Agricultural Runoff,Partially Recovered,550853,260,Yes,13,6,139.3,3.23,358,7.03,26.4,No,Yes
2052,Kerala,District_15,2015-05-02,Air,350.9,185,87.58,Urban Expansion,Unrecovered,4735421,168,Yes,157,0,139.3,3.23,65,7.03,26.4,Yes,No
2053,West Bengal,District_18,2013-01-20,Soil,350.9,135,75.17,Agricultural Runoff,Unrecovered,3412408,147,No,174,6,139.3,3.23,238,7.03,26.4,Yes,No
2054,Karnataka,District_12,2021-07-13,Mixed,350.9,56,93.92,Illegal Dumping,Partially Recovered,1487227,199,No,162,2,139.3,3.23,77,7.03,26.4,No,No
2055,Punjab,District_17,2020-08-02,Mixed,350.9,215,6.34,Deforestation,Unrecovered,3122817,69,No,132,4,139.3,3.23,212,7.03,26.4,No,No
2056,Bihar,District_1,2015-03-26,Air,350.9,485,2.21,Deforestation,Partially Recovered,2104376,53,No,28,9,139.3,3.23,366,7.03,26.4,Yes,Yes
2057,Kerala,District_11,2021-04-17,Soil,350.9,446,66.47,Urban Expansion,Unrecovered,3132951,258,No,83,4,139.3,3.23,104,7.03,26.4,No,No
2058,Punjab,District_1,2023-01-01,Air,350.9,116,29.65,Agricultural Runoff,Unrecovered,2670381,27,Yes,129,7,139.3,3.23,323,7.03,26.4,No,Yes
2059,Bihar,District_15,2013-11-28,Soil,350.9,473,26.1,Industrial Waste,Unrecovered,2882621,119,No,164,6,139.3,3.23,354,7.03,26.4,Yes,Yes
2060,Maharashtra,District_10,2013-11-12,Soil,350.9,284,33.76,Agricultural Runoff,Unrecovered,3005123,132,Yes,107,6,139.3,3.23,151,7.03,26.4,Yes,No
2061,Odisha,District_7,2012-06-10,Mixed,350.9,346,27.71,Urban Expansion,Recovered,4737768,89,No,13,5,139.3,3.23,91,7.03,26.4,No,Yes
2062,West Bengal,District_2,2021-07-23,Mixed,350.9,132,51.63,Urban Expansion,Partially Recovered,2364657,15,Yes,114,6,139.3,3.23,312,7.03,26.4,Yes,Yes
2063,Tamil Nadu,District_10,2017-07-08,Soil,350.9,483,44.57,Urban Expansion,Recovered,847948,286,No,106,6,139.3,3.23,220,7.03,26.4,No,Yes
2064,Bihar,District_4,2017-11-19,Soil,350.9,143,51.73,Deforestation,Unrecovered,2777584,283,No,5,4,139.3,3.23,257,7.03,26.4,No,No
2065,Tamil Nadu,District_12,2010-08-15,Soil,350.9,116,67.6,Agricultural Runoff,Unrecovered,4144284,229,Yes,97,4,139.3,3.23,364,7.03,26.4,Yes,Yes
2066,Odisha,District_19,2012-03-28,Mixed,350.9,314,39.33,Agricultural Runoff,Partially Recovered,4353975,136,No,14,3,139.3,3.23,98,7.03,26.4,No,Yes
2067,Gujarat,District_11,2021-10-28,Mixed,350.9,338,25.88,Industrial Waste,Partially Recovered,3805686,294,Yes,80,3,139.3,3.23,109,7.03,26.4,No,No
2068,Karnataka,District_8,2017-04-13,Water,350.9,59,17.45,Urban Expansion,Partially Recovered,176460,226,No,120,4,139.3,3.23,55,7.03,26.4,No,Yes
2069,West Bengal,District_18,2020-02-07,Soil,350.9,346,35.6,Urban Expansion,Partially Recovered,584891,26,Yes,160,9,139.3,3.23,197,7.03,26.4,Yes,No
2070,Odisha,District_11,2020-09-10,Water,350.9,104,74.44,Illegal Dumping,Unrecovered,742792,116,Yes,178,8,139.3,3.23,336,7.03,26.4,Yes,No
2071,Odisha,District_11,2015-12-28,Soil,350.9,277,75.91,Illegal Dumping,Partially Recovered,2587835,88,No,155,5,139.3,3.23,260,7.03,26.4,No,No
2072,Maharashtra,District_13,2017-07-09,Mixed,350.9,32,67.02,Deforestation,Recovered,2589657,106,No,35,7,139.3,3.23,199,7.03,26.4,No,No
2073,Punjab,District_3,2011-09-29,Water,350.9,63,24.17,Agricultural Runoff,Partially Recovered,3451336,220,No,3,8,139.3,3.23,134,7.03,26.4,No,No
2074,Karnataka,District_12,2022-07-19,Water,350.9,383,59.22,Industrial Waste,Partially Recovered,3674664,222,No,4,3,139.3,3.23,209,7.03,26.4,Yes,Yes
2075,West Bengal,District_3,2013-12-27,Air,350.9,263,57.5,Industrial Waste,Recovered,3368396,121,No,135,6,139.3,3.23,96,7.03,26.4,No,No
2076,Gujarat,District_10,2023-06-09,Soil,350.9,462,48.94,Urban Expansion,Recovered,1181765,32,Yes,131,4,139.3,3.23,211,7.03,26.4,Yes,Yes
2077,Gujarat,District_17,2017-02-21,Mixed,350.9,244,55.45,Industrial Waste,Recovered,2198275,90,No,81,3,139.3,3.23,204,7.03,26.4,No,Yes
2078,Uttar Pradesh,District_2,2023-04-23,Air,350.9,493,49.69,Urban Expansion,Recovered,1827324,183,No,111,6,139.3,3.23,279,7.03,26.4,No,No
2079,Odisha,District_17,2010-06-18,Air,350.9,68,56.98,Agricultural Runoff,Partially Recovered,2071345,257,Yes,59,2,139.3,3.23,349,7.03,26.4,Yes,Yes
